instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,casual_p,registerd_p,Cluster
159,2011-01-07,Spring,2011,January,21,No Holiday,Friday,Working Day,Few Clouds,0.18,0.197,0.47,0.1343,0,39,39,0.0,100.0,Evening Rider
160,2011-01-07,Spring,2011,January,22,No Holiday,Friday,Working Day,Cloudy,0.18,0.197,0.43,0.1642,2,34,36,5.555555555555555,94.44444444444444,Evening Rider
161,2011-01-07,Spring,2011,January,23,No Holiday,Friday,Working Day,Cloudy,0.18,0.197,0.51,0.1642,1,14,15,6.666666666666667,93.33333333333333,Night Owl
162,2011-01-08,Spring,2011,January,0,No Holiday,Saturday,Non-Working Day,Cloudy,0.18,0.197,0.51,0.1642,1,24,25,4.0,96.0,Night Owl
163,2011-01-08,Spring,2011,January,1,No Holiday,Saturday,Non-Working Day,Cloudy,0.18,0.2121,0.55,0.0896,1,15,16,6.25,93.75,Night Owl
164,2011-01-08,Spring,2011,January,2,No Holiday,Saturday,Non-Working Day,Cloudy,0.18,0.2424,0.55,0.0,3,13,16,18.75,81.25,Night Owl
165,2011-01-08,Spring,2011,January,3,No Holiday,Saturday,Non-Working Day,Rain,0.18,0.197,0.55,0.1642,0,7,7,0.0,100.0,Night Owl
166,2011-01-08,Spring,2011,January,4,No Holiday,Saturday,Non-Working Day,Rain,0.18,0.197,0.55,0.1642,0,1,1,0.0,100.0,Night Owl
167,2011-01-08,Spring,2011,January,5,No Holiday,Saturday,Non-Working Day,Cloudy,0.16,0.1667,0.74,0.1642,0,5,5,0.0,100.0,All-Day Rider
168,2011-01-08,Spring,2011,January,6,No Holiday,Saturday,Non-Working Day,Cloudy,0.16,0.1667,0.74,0.1642,0,2,2,0.0,100.0,All-Day Rider
169,2011-01-08,Spring,2011,January,7,No Holiday,Saturday,Non-Working Day,Cloudy,0.16,0.1818,0.74,0.1045,1,8,9,11.11111111111111,88.88888888888889,Commuter
170,2011-01-08,Spring,2011,January,8,No Holiday,Saturday,Non-Working Day,Rain,0.16,0.1818,0.93,0.1045,0,15,15,0.0,100.0,Commuter
171,2011-01-08,Spring,2011,January,9,No Holiday,Saturday,Non-Working Day,Rain,0.16,0.1818,0.93,0.1045,0,20,20,0.0,100.0,Commuter
172,2011-01-08,Spring,2011,January,10,No Holiday,Saturday,Non-Working Day,Cloudy,0.18,0.197,0.8,0.1642,5,56,61,8.19672131147541,91.80327868852459,All-Day Rider
173,2011-01-08,Spring,2011,January,11,No Holiday,Saturday,Non-Working Day,Cloudy,0.2,0.1818,0.69,0.3881,2,60,62,3.225806451612903,96.7741935483871,All-Day Rider
174,2011-01-08,Spring,2011,January,12,No Holiday,Saturday,Non-Working Day,Cloudy,0.2,0.1818,0.59,0.3582,8,90,98,8.16326530612245,91.83673469387756,All-Day Rider
175,2011-01-08,Spring,2011,January,13,No Holiday,Saturday,Non-Working Day,Few Clouds,0.2,0.1818,0.44,0.3284,7,95,102,6.862745098039216,93.13725490196079,All-Day Rider
176,2011-01-08,Spring,2011,January,14,No Holiday,Saturday,Non-Working Day,Few Clouds,0.2,0.1667,0.32,0.4925,12,83,95,12.631578947368421,87.36842105263159,All-Day Rider
177,2011-01-08,Spring,2011,January,15,No Holiday,Saturday,Non-Working Day,Few Clouds,0.2,0.1667,0.32,0.4478,5,69,74,6.756756756756757,93.24324324324324,All-Day Rider
178,2011-01-08,Spring,2011,January,16,No Holiday,Saturday,Non-Working Day,Few Clouds,0.18,0.1364,0.29,0.4478,8,68,76,10.526315789473683,89.47368421052632,All-Day Rider
179,2011-01-08,Spring,2011,January,17,No Holiday,Saturday,Non-Working Day,Few Clouds,0.16,0.1212,0.37,0.5522,5,64,69,7.246376811594203,92.7536231884058,Commuter
180,2011-01-08,Spring,2011,January,18,No Holiday,Saturday,Non-Working Day,Few Clouds,0.14,0.1212,0.39,0.2985,3,52,55,5.454545454545454,94.54545454545455,Commuter
181,2011-01-08,Spring,2011,January,19,No Holiday,Saturday,Non-Working Day,Few Clouds,0.14,0.1212,0.36,0.2537,4,26,30,13.333333333333334,86.66666666666667,Commuter
182,2011-01-08,Spring,2011,January,20,No Holiday,Saturday,Non-Working Day,Few Clouds,0.12,0.1212,0.36,0.2537,0,28,28,0.0,100.0,Evening Rider
183,2011-01-08,Spring,2011,January,21,No Holiday,Saturday,Non-Working Day,Few Clouds,0.12,0.1061,0.39,0.3582,2,35,37,5.405405405405405,94.5945945945946,Evening Rider
184,2011-01-08,Spring,2011,January,22,No Holiday,Saturday,Non-Working Day,Few Clouds,0.12,0.1061,0.36,0.3881,1,33,34,2.941176470588235,97.05882352941177,Evening Rider
185,2011-01-08,Spring,2011,January,23,No Holiday,Saturday,Non-Working Day,Few Clouds,0.1,0.0606,0.39,0.4478,0,22,22,0.0,100.0,Night Owl
186,2011-01-09,Spring,2011,January,0,No Holiday,Sunday,Non-Working Day,Few Clouds,0.1,0.0758,0.42,0.3881,1,24,25,4.0,96.0,Night Owl
187,2011-01-09,Spring,2011,January,1,No Holiday,Sunday,Non-Working Day,Few Clouds,0.1,0.0606,0.42,0.4627,0,12,12,0.0,100.0,Night Owl
188,2011-01-09,Spring,2011,January,2,No Holiday,Sunday,Non-Working Day,Few Clouds,0.1,0.0606,0.46,0.4627,0,11,11,0.0,100.0,Night Owl
189,2011-01-09,Spring,2011,January,3,No Holiday,Sunday,Non-Working Day,Few Clouds,0.1,0.0758,0.46,0.4179,0,4,4,0.0,100.0,Night Owl
190,2011-01-09,Spring,2011,January,4,No Holiday,Sunday,Non-Working Day,Few Clouds,0.08,0.0909,0.53,0.194,0,1,1,0.0,100.0,Night Owl
191,2011-01-09,Spring,2011,January,5,No Holiday,Sunday,Non-Working Day,Few Clouds,0.08,0.0909,0.53,0.194,0,1,1,0.0,100.0,All-Day Rider
192,2011-01-09,Spring,2011,January,6,No Holiday,Sunday,Non-Working Day,Few Clouds,0.1,0.0909,0.49,0.2836,0,1,1,0.0,100.0,All-Day Rider
193,2011-01-09,Spring,2011,January,7,No Holiday,Sunday,Non-Working Day,Few Clouds,0.08,0.0909,0.53,0.194,1,5,6,16.666666666666664,83.33333333333334,Commuter
194,2011-01-09,Spring,2011,January,8,No Holiday,Sunday,Non-Working Day,Few Clouds,0.1,0.0909,0.49,0.2836,0,10,10,0.0,100.0,Commuter
195,2011-01-09,Spring,2011,January,9,No Holiday,Sunday,Non-Working Day,Few Clouds,0.12,0.0758,0.46,0.5224,0,19,19,0.0,100.0,Commuter
196,2011-01-09,Spring,2011,January,10,No Holiday,Sunday,Non-Working Day,Few Clouds,0.14,0.1061,0.43,0.3881,0,49,49,0.0,100.0,All-Day Rider
197,2011-01-09,Spring,2011,January,11,No Holiday,Sunday,Non-Working Day,Few Clouds,0.16,0.1212,0.4,0.5224,2,47,49,4.081632653061225,95.91836734693877,All-Day Rider
198,2011-01-09,Spring,2011,January,12,No Holiday,Sunday,Non-Working Day,Few Clouds,0.18,0.1364,0.37,0.4478,4,79,83,4.819277108433735,95.18072289156626,All-Day Rider
199,2011-01-09,Spring,2011,January,13,No Holiday,Sunday,Non-Working Day,Few Clouds,0.2,0.1667,0.34,0.4478,6,69,75,8.0,92.0,All-Day Rider
200,2011-01-09,Spring,2011,January,14,No Holiday,Sunday,Non-Working Day,Few Clouds,0.22,0.1818,0.32,0.4627,8,64,72,11.11111111111111,88.88888888888889,All-Day Rider
201,2011-01-09,Spring,2011,January,15,No Holiday,Sunday,Non-Working Day,Few Clouds,0.22,0.197,0.35,0.3582,5,77,82,6.097560975609756,93.90243902439023,All-Day Rider
202,2011-01-09,Spring,2011,January,16,No Holiday,Sunday,Non-Working Day,Few Clouds,0.2,0.1667,0.34,0.4478,13,79,92,14.130434782608695,85.86956521739131,All-Day Rider
203,2011-01-09,Spring,2011,January,17,No Holiday,Sunday,Non-Working Day,Few Clouds,0.18,0.1515,0.37,0.3881,3,59,62,4.838709677419355,95.16129032258065,Commuter
204,2011-01-09,Spring,2011,January,18,No Holiday,Sunday,Non-Working Day,Few Clouds,0.16,0.1364,0.4,0.3284,4,44,48,8.333333333333332,91.66666666666666,Commuter
205,2011-01-09,Spring,2011,January,19,No Holiday,Sunday,Non-Working Day,Few Clouds,0.16,0.1364,0.43,0.3284,1,40,41,2.4390243902439024,97.5609756097561,Commuter
206,2011-01-09,Spring,2011,January,20,No Holiday,Sunday,Non-Working Day,Few Clouds,0.14,0.1212,0.46,0.2537,0,38,38,0.0,100.0,Evening Rider
207,2011-01-09,Spring,2011,January,21,No Holiday,Sunday,Non-Working Day,Few Clouds,0.14,0.1061,0.46,0.4179,1,19,20,5.0,95.0,Evening Rider
208,2011-01-09,Spring,2011,January,22,No Holiday,Sunday,Non-Working Day,Few Clouds,0.14,0.1212,0.46,0.2985,5,10,15,33.33333333333333,66.66666666666666,Evening Rider
209,2011-01-09,Spring,2011,January,23,No Holiday,Sunday,Non-Working Day,Few Clouds,0.12,0.1364,0.5,0.194,0,6,6,0.0,100.0,Night Owl
210,2011-01-10,Spring,2011,January,0,No Holiday,Monday,Working Day,Few Clouds,0.12,0.1212,0.5,0.2836,2,3,5,40.0,60.0,Night Owl
211,2011-01-10,Spring,2011,January,1,No Holiday,Monday,Working Day,Few Clouds,0.12,0.1212,0.5,0.2836,1,0,1,100.0,0.0,Night Owl
212,2011-01-10,Spring,2011,January,2,No Holiday,Monday,Working Day,Few Clouds,0.12,0.1212,0.5,0.2239,0,3,3,0.0,100.0,Night Owl
213,2011-01-10,Spring,2011,January,3,No Holiday,Monday,Working Day,Few Clouds,0.12,0.1212,0.5,0.2239,0,1,1,0.0,100.0,Night Owl
214,2011-01-10,Spring,2011,January,4,No Holiday,Monday,Working Day,Few Clouds,0.1,0.1212,0.54,0.1343,1,2,3,33.33333333333333,66.66666666666666,Night Owl
215,2011-01-10,Spring,2011,January,5,No Holiday,Monday,Working Day,Few Clouds,0.1,0.1061,0.54,0.2537,0,3,3,0.0,100.0,All-Day Rider
216,2011-01-10,Spring,2011,January,6,No Holiday,Monday,Working Day,Few Clouds,0.12,0.1212,0.5,0.2836,0,31,31,0.0,100.0,All-Day Rider
217,2011-01-10,Spring,2011,January,7,No Holiday,Monday,Working Day,Few Clouds,0.12,0.1212,0.5,0.2239,2,75,77,2.5974025974025974,97.40259740259741,Commuter
218,2011-01-10,Spring,2011,January,8,No Holiday,Monday,Working Day,Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,2.127659574468085,97.87234042553192,Commuter
219,2011-01-10,Spring,2011,January,9,No Holiday,Monday,Working Day,Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,2.127659574468085,97.87234042553192,Commuter
220,2011-01-10,Spring,2011,January,10,No Holiday,Monday,Working Day,Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,0.0,100.0,All-Day Rider
221,2011-01-10,Spring,2011,January,11,No Holiday,Monday,Working Day,Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,6.666666666666667,93.33333333333333,All-Day Rider
222,2011-01-10,Spring,2011,January,12,No Holiday,Monday,Working Day,Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,9.615384615384617,90.38461538461539,All-Day Rider
223,2011-01-10,Spring,2011,January,13,No Holiday,Monday,Working Day,Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,7.4074074074074066,92.5925925925926,All-Day Rider
224,2011-01-10,Spring,2011,January,14,No Holiday,Monday,Working Day,Cloudy,0.2,0.197,0.4,0.2239,0,47,47,0.0,100.0,All-Day Rider
225,2011-01-10,Spring,2011,January,15,No Holiday,Monday,Working Day,Cloudy,0.2,0.197,0.4,0.2239,2,43,45,4.444444444444445,95.55555555555556,All-Day Rider
226,2011-01-10,Spring,2011,January,16,No Holiday,Monday,Working Day,Few Clouds,0.2,0.2121,0.4,0.1343,4,70,74,5.405405405405405,94.5945945945946,All-Day Rider
227,2011-01-10,Spring,2011,January,17,No Holiday,Monday,Working Day,Few Clouds,0.2,0.2273,0.4,0.1045,4,174,178,2.247191011235955,97.75280898876404,Commuter
228,2011-01-10,Spring,2011,January,18,No Holiday,Monday,Working Day,Few Clouds,0.2,0.197,0.4,0.2239,1,154,155,0.6451612903225806,99.35483870967742,Commuter
229,2011-01-10,Spring,2011,January,19,No Holiday,Monday,Working Day,Few Clouds,0.16,0.1667,0.47,0.1642,3,92,95,3.1578947368421053,96.84210526315789,Commuter
230,2011-01-10,Spring,2011,January,20,No Holiday,Monday,Working Day,Few Clouds,0.16,0.1667,0.5,0.1642,1,73,74,1.3513513513513513,98.64864864864865,Evening Rider
231,2011-01-10,Spring,2011,January,21,No Holiday,Monday,Working Day,Few Clouds,0.14,0.1364,0.59,0.194,1,37,38,2.631578947368421,97.36842105263158,Evening Rider
232,2011-01-10,Spring,2011,January,22,No Holiday,Monday,Working Day,Few Clouds,0.14,0.1515,0.59,0.1642,2,22,24,8.333333333333332,91.66666666666666,Evening Rider
233,2011-01-10,Spring,2011,January,23,No Holiday,Monday,Working Day,Few Clouds,0.14,0.1515,0.59,0.1642,0,18,18,0.0,100.0,Night Owl
234,2011-01-11,Spring,2011,January,0,No Holiday,Tuesday,Working Day,Few Clouds,0.14,0.1667,0.59,0.1045,2,10,12,16.666666666666664,83.33333333333334,Night Owl
235,2011-01-11,Spring,2011,January,1,No Holiday,Tuesday,Working Day,Few Clouds,0.14,0.1515,0.59,0.1642,0,3,3,0.0,100.0,Night Owl
236,2011-01-11,Spring,2011,January,2,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.1515,0.55,0.194,0,3,3,0.0,100.0,Night Owl
237,2011-01-11,Spring,2011,January,5,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,0.0,100.0,All-Day Rider
238,2011-01-11,Spring,2011,January,6,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,0.0,100.0,All-Day Rider
239,2011-01-11,Spring,2011,January,7,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.2273,0.55,0.0,2,97,99,2.0202020202020203,97.97979797979798,Commuter
240,2011-01-11,Spring,2011,January,8,No Holiday,Tuesday,Working Day,Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,1.3824884792626728,98.61751152073732,Commuter
241,2011-01-11,Spring,2011,January,9,No Holiday,Tuesday,Working Day,Cloudy,0.18,0.197,0.51,0.1642,3,127,130,2.307692307692308,97.6923076923077,Commuter
242,2011-01-11,Spring,2011,January,10,No Holiday,Tuesday,Working Day,Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,5.555555555555555,94.44444444444444,All-Day Rider
243,2011-01-11,Spring,2011,January,11,No Holiday,Tuesday,Working Day,Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,11.428571428571429,88.57142857142857,All-Day Rider
244,2011-01-11,Spring,2011,January,12,No Holiday,Tuesday,Working Day,Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,3.508771929824561,96.49122807017544,All-Day Rider
245,2011-01-11,Spring,2011,January,13,No Holiday,Tuesday,Working Day,Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,11.538461538461538,88.46153846153845,All-Day Rider
246,2011-01-11,Spring,2011,January,14,No Holiday,Tuesday,Working Day,Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,4.761904761904762,95.23809523809523,All-Day Rider
247,2011-01-11,Spring,2011,January,15,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.197,0.8,0.0896,2,45,47,4.25531914893617,95.74468085106383,All-Day Rider
248,2011-01-11,Spring,2011,January,16,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,5.263157894736842,94.73684210526315,All-Day Rider
249,2011-01-11,Spring,2011,January,17,No Holiday,Tuesday,Working Day,Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,4.411764705882353,95.58823529411765,Commuter
250,2011-01-11,Spring,2011,January,18,No Holiday,Tuesday,Working Day,Rain,0.16,0.1818,0.93,0.1045,1,94,95,1.0526315789473684,98.94736842105263,Commuter
251,2011-01-11,Spring,2011,January,19,No Holiday,Tuesday,Working Day,Rain,0.16,0.2273,0.93,0.0,0,51,51,0.0,100.0,Commuter
252,2011-01-11,Spring,2011,January,20,No Holiday,Tuesday,Working Day,Rain,0.16,0.1515,0.93,0.194,0,32,32,0.0,100.0,Evening Rider
253,2011-01-11,Spring,2011,January,21,No Holiday,Tuesday,Working Day,Rain,0.16,0.197,0.86,0.0896,0,20,20,0.0,100.0,Evening Rider
254,2011-01-11,Spring,2011,January,22,No Holiday,Tuesday,Working Day,Rain,0.16,0.1818,0.93,0.1045,1,28,29,3.4482758620689653,96.55172413793103,Evening Rider
255,2011-01-11,Spring,2011,January,23,No Holiday,Tuesday,Working Day,Rain,0.16,0.197,0.93,0.0896,1,18,19,5.263157894736842,94.73684210526315,Night Owl
256,2011-01-12,Spring,2011,January,0,No Holiday,Wednesday,Working Day,Cloudy,0.16,0.197,0.86,0.0896,0,7,7,0.0,100.0,Night Owl
257,2011-01-12,Spring,2011,January,1,No Holiday,Wednesday,Working Day,Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,0.0,100.0,Night Owl
258,2011-01-12,Spring,2011,January,2,No Holiday,Wednesday,Working Day,Few Clouds,0.14,0.1515,0.86,0.1343,0,1,1,0.0,100.0,Night Owl
259,2011-01-12,Spring,2011,January,5,No Holiday,Wednesday,Working Day,Few Clouds,0.14,0.1515,0.86,0.1642,0,5,5,0.0,100.0,All-Day Rider
260,2011-01-12,Spring,2011,January,6,No Holiday,Wednesday,Working Day,Few Clouds,0.12,0.1515,0.93,0.1343,0,16,16,0.0,100.0,All-Day Rider
261,2011-01-12,Spring,2011,January,7,No Holiday,Wednesday,Working Day,Few Clouds,0.14,0.1515,0.69,0.1343,0,54,54,0.0,100.0,Commuter
262,2011-01-12,Spring,2011,January,8,No Holiday,Wednesday,Working Day,Few Clouds,0.16,0.1667,0.59,0.1642,3,125,128,2.34375,97.65625,Commuter
263,2011-01-12,Spring,2011,January,9,No Holiday,Wednesday,Working Day,Few Clouds,0.16,0.1364,0.59,0.3284,3,78,81,3.7037037037037033,96.29629629629629,Commuter
264,2011-01-12,Spring,2011,January,10,No Holiday,Wednesday,Working Day,Few Clouds,0.18,0.1818,0.55,0.2239,0,39,39,0.0,100.0,All-Day Rider
265,2011-01-12,Spring,2011,January,11,No Holiday,Wednesday,Working Day,Few Clouds,0.2,0.1818,0.51,0.3881,3,32,35,8.571428571428571,91.42857142857143,All-Day Rider
266,2011-01-12,Spring,2011,January,12,No Holiday,Wednesday,Working Day,Few Clouds,0.2,0.1515,0.47,0.5821,3,52,55,5.454545454545454,94.54545454545455,All-Day Rider
267,2011-01-12,Spring,2011,January,13,No Holiday,Wednesday,Working Day,Few Clouds,0.22,0.197,0.44,0.3582,0,49,49,0.0,100.0,All-Day Rider
268,2011-01-12,Spring,2011,January,14,No Holiday,Wednesday,Working Day,Few Clouds,0.2,0.1818,0.47,0.3284,0,44,44,0.0,100.0,All-Day Rider
269,2011-01-12,Spring,2011,January,15,No Holiday,Wednesday,Working Day,Few Clouds,0.2,0.1667,0.47,0.4179,1,48,49,2.0408163265306123,97.95918367346938,All-Day Rider
270,2011-01-12,Spring,2011,January,16,No Holiday,Wednesday,Working Day,Few Clouds,0.22,0.197,0.44,0.3284,5,63,68,7.352941176470589,92.64705882352942,All-Day Rider
271,2011-01-12,Spring,2011,January,17,No Holiday,Wednesday,Working Day,Few Clouds,0.2,0.1818,0.47,0.3582,0,139,139,0.0,100.0,Commuter
272,2011-01-12,Spring,2011,January,18,No Holiday,Wednesday,Working Day,Few Clouds,0.2,0.1515,0.47,0.5224,2,135,137,1.4598540145985401,98.54014598540147,Commuter
273,2011-01-12,Spring,2011,January,19,No Holiday,Wednesday,Working Day,Few Clouds,0.18,0.1515,0.47,0.4179,1,82,83,1.2048192771084338,98.79518072289156,Commuter
274,2011-01-12,Spring,2011,January,20,No Holiday,Wednesday,Working Day,Few Clouds,0.16,0.1364,0.5,0.3284,2,54,56,3.571428571428571,96.42857142857143,Evening Rider
275,2011-01-12,Spring,2011,January,21,No Holiday,Wednesday,Working Day,Few Clouds,0.16,0.1364,0.55,0.3284,0,57,57,0.0,100.0,Evening Rider
276,2011-01-12,Spring,2011,January,22,No Holiday,Wednesday,Working Day,Few Clouds,0.16,0.1212,0.55,0.4478,1,32,33,3.0303030303030303,96.96969696969697,Evening Rider
277,2011-01-12,Spring,2011,January,23,No Holiday,Wednesday,Working Day,Few Clouds,0.14,0.1061,0.59,0.4179,1,19,20,5.0,95.0,Night Owl
278,2011-01-13,Spring,2011,January,0,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.59,0.2836,1,6,7,14.285714285714285,85.71428571428571,Night Owl
279,2011-01-13,Spring,2011,January,1,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.5,0.2836,0,2,2,0.0,100.0,Night Owl
280,2011-01-13,Spring,2011,January,2,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.5,0.3582,0,2,2,0.0,100.0,Night Owl
281,2011-01-13,Spring,2011,January,3,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.5,0.3284,0,3,3,0.0,100.0,Night Owl
282,2011-01-13,Spring,2011,January,4,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.5,0.2537,0,4,4,0.0,100.0,Night Owl
283,2011-01-13,Spring,2011,January,5,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.5,0.2985,0,3,3,0.0,100.0,All-Day Rider
284,2011-01-13,Spring,2011,January,6,No Holiday,Thursday,Working Day,Few Clouds,0.12,0.1515,0.54,0.1343,0,28,28,0.0,100.0,All-Day Rider
285,2011-01-13,Spring,2011,January,7,No Holiday,Thursday,Working Day,Few Clouds,0.12,0.1515,0.54,0.1343,0,72,72,0.0,100.0,Commuter
286,2011-01-13,Spring,2011,January,8,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1364,0.5,0.194,5,197,202,2.4752475247524752,97.52475247524752,Commuter
287,2011-01-13,Spring,2011,January,9,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.5,0.3284,2,137,139,1.4388489208633095,98.56115107913669,Commuter
288,2011-01-13,Spring,2011,January,10,No Holiday,Thursday,Working Day,Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,5.263157894736842,94.73684210526315,All-Day Rider
289,2011-01-13,Spring,2011,January,11,No Holiday,Thursday,Working Day,Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,10.81081081081081,89.1891891891892,All-Day Rider
290,2011-01-13,Spring,2011,January,12,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.1667,0.44,0.4179,3,49,52,5.769230769230769,94.23076923076923,All-Day Rider
291,2011-01-13,Spring,2011,January,13,No Holiday,Thursday,Working Day,Few Clouds,0.22,0.197,0.41,0.4478,2,81,83,2.4096385542168677,97.59036144578313,All-Day Rider
292,2011-01-13,Spring,2011,January,14,No Holiday,Thursday,Working Day,Few Clouds,0.22,0.197,0.41,0.3881,3,39,42,7.142857142857142,92.85714285714286,All-Day Rider
293,2011-01-13,Spring,2011,January,15,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.2121,0.38,0.2985,5,55,60,8.333333333333332,91.66666666666666,All-Day Rider
294,2011-01-13,Spring,2011,January,16,No Holiday,Thursday,Working Day,Few Clouds,0.24,0.2121,0.38,0.3582,2,76,78,2.564102564102564,97.43589743589743,All-Day Rider
295,2011-01-13,Spring,2011,January,17,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.1818,0.4,0.2836,4,158,162,2.4691358024691357,97.53086419753086,Commuter
296,2011-01-13,Spring,2011,January,18,No Holiday,Thursday,Working Day,Few Clouds,0.2,0.1818,0.4,0.3284,3,141,144,2.083333333333333,97.91666666666666,Commuter
297,2011-01-13,Spring,2011,January,19,No Holiday,Thursday,Working Day,Few Clouds,0.16,0.1515,0.47,0.2537,1,98,99,1.0101010101010102,98.98989898989899,Commuter
298,2011-01-13,Spring,2011,January,20,No Holiday,Thursday,Working Day,Few Clouds,0.16,0.1515,0.47,0.2239,0,64,64,0.0,100.0,Evening Rider
299,2011-01-13,Spring,2011,January,21,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.46,0.2985,0,40,40,0.0,100.0,Evening Rider
300,2011-01-13,Spring,2011,January,22,No Holiday,Thursday,Working Day,Few Clouds,0.14,0.1212,0.46,0.3284,0,30,30,0.0,100.0,Evening Rider
